"id","period","player_appearance_id","addressee_player_appearance_id","accurate","pressing_player_appearance_id","press_induced_outcome","pass_angle","minute","stage"
437316,"half_2",65530,65542,True,65550,"forward_pass","67.15719265093658",36,"top"
437317,"half_2",65530,65542,True,65552,"forward_pass","18.76732530034454",40,"middle"
437318,"half_2",65530,65541,True,65552,"forward_pass","-12.0250181510738",40,"middle"
437319,"half_2",65530,65557,False,65557,"turnover",NULL,46,"middle"
437320,"half_2",65530,65533,True,65557,"lateral_pass","-78.56438432213926",46,"middle"
437321,"half_2",65530,NULL,False,65557,"turnover",NULL,46,"middle"
244449,"half_1",40810,40807,True,40834,"backward_pass","44.74823659529359",2,"middle"
244450,"half_1",40810,40832,False,40827,"turnover",NULL,2,"bottom"
244451,"half_1",40810,40824,False,40827,"turnover",NULL,2,"bottom"
244452,"half_1",40810,40834,False,40827,"turnover",NULL,2,"bottom"
244453,"half_1",40810,40827,False,40827,"turnover",NULL,2,"bottom"
244454,"half_1",40810,40807,True,40836,"lateral_pass","78.51299834877987",8,"bottom"
244455,"half_1",40810,40818,True,40827,"forward_pass","-41.98533998909132",12,"middle"
244456,"half_1",40810,40819,True,40836,"forward_pass","14.532906386196354",14,"middle"
244457,"half_1",40810,40827,False,40834,"turnover",NULL,24,"bottom"
244458,"half_1",40810,40808,True,40830,"backward_pass","58.10393148792487",26,"middle"
244459,"half_1",40810,40819,True,40834,"forward_pass","29.357290186420876",40,"middle"
244460,"half_1",40810,40833,False,40833,"turnover",NULL,45,"top"
244461,"half_2",40810,40826,False,40834,"turnover",NULL,8,"top"
244462,"half_2",40810,40832,False,40827,"turnover",NULL,12,"top"
244463,"half_2",40810,40818,True,40836,"forward_pass","-24.4161728557912",13,"bottom"
244464,"half_2",40810,40826,False,40834,"turnover",NULL,23,"top"
244465,"half_2",40810,40831,False,40837,"turnover",NULL,25,"middle"
244466,"half_2",40810,40831,False,40828,"turnover",NULL,30,"middle"
244467,"half_2",40810,40821,True,40829,"lateral_pass","87.37070244354948",43,"middle"
255007,"half_1",42155,42153,True,42173,"backward_pass","-30.845062540819157",3,"bottom"
255008,"half_1",42155,42170,False,42184,"turnover",NULL,10,"bottom"
255009,"half_1",42155,42153,True,42184,"backward_pass","-35.67390185805181",10,"bottom"
255010,"half_1",42155,42156,True,42184,"backward_pass","-72.90890193369448",23,"middle"
255011,"half_1",42155,42161,True,42173,"forward_pass","57.28039010276191",23,"middle"
255012,"half_1",42155,42164,True,42181,"forward_pass","-69.22825489137404",31,"bottom"
255013,"half_1",42155,42184,False,42181,"turnover",NULL,33,"middle"
255014,"half_1",42155,42169,False,42173,"turnover",NULL,43,"middle"
255015,"half_2",42155,42161,True,42184,"forward_pass","-15.423113370204703",3,"middle"
255016,"half_2",42155,42154,True,42181,"forward_pass","35.86393205607295",11,"middle"
233438,"half_2",39490,39468,False,39468,"turnover",NULL,10,"middle"
233439,"half_2",39490,39468,False,39468,"turnover",NULL,16,"top"
233440,"half_2",39490,39475,False,39468,"ball_carry",NULL,34,"middle"
233441,"half_2",39490,39473,False,39470,"turnover",NULL,36,"top"
233442,"half_2",39490,39478,False,39478,"turnover",NULL,44,"top"
252601,"half_1",41868,41870,True,41850,"backward_pass","47.83026050506047",3,"middle"
252602,"half_1",41868,41864,True,41843,"backward_pass","53.43401565605957",4,"middle"
252603,"half_1",41868,41862,True,41850,"backward_pass","-53.32854306223868",5,"middle"
252604,"half_1",41868,41849,False,41839,"turnover",NULL,6,"middle"
252605,"half_1",41868,41841,False,41843,"ball_carry",NULL,7,"middle"
252606,"half_1",41868,41841,False,41841,"turnover",NULL,14,"top"
252607,"half_1",41868,NULL,False,41850,"turnover",NULL,32,"bottom"
252608,"half_1",41868,41849,False,41843,"turnover",NULL,34,"middle"
252609,"half_1",41868,41864,True,41850,"lateral_pass","80.0686553524526",35,"middle"
252610,"half_1",41868,41863,True,41850,"backward_pass","30.378903899201116",35,"middle"
252611,"half_2",41868,41864,True,41839,"backward_pass","41.18552445298624",15,"bottom"
252612,"half_2",41868,41840,False,41840,"turnover",NULL,29,"bottom"
237074,"half_1",39927,39933,True,39948,"forward_pass","-17.78468728395844",3,"middle"
237075,"half_1",39927,39933,True,39946,"forward_pass","46.911261548883516",4,"middle"
237076,"half_1",39927,39925,True,39946,"backward_pass","30.883288441888578",4,"middle"
237077,"half_1",39927,39947,False,39948,"turnover",NULL,14,"middle"
237078,"half_1",39927,39929,True,39954,"forward_pass","-56.79115947393356",19,"middle"
237079,"half_1",39927,39931,True,39954,"backward_pass","24.369816744862703",22,"top"
237080,"half_1",39927,39930,True,39946,"forward_pass","-37.80617006094373",31,"middle"
237081,"half_1",39927,39936,True,39946,"backward_pass","-13.679553791998286",39,"bottom"
237082,"half_2",39927,39955,False,39955,"turnover",NULL,51,"bottom"
269914,"half_1",43974,NULL,False,43997,"turnover",NULL,2,"middle"
269915,"half_1",43974,43986,True,43993,"lateral_pass","-84.02357115213842",11,"bottom"
269916,"half_1",43974,43972,True,43993,"backward_pass","-67.55310750410798",12,"bottom"
269917,"half_1",43974,43975,True,43993,"backward_pass","-67.5320142365186",14,"middle"
269918,"half_1",43974,43978,True,43993,"forward_pass","-26.120922235058437",22,"top"
269919,"half_1",43974,43986,True,43997,"forward_pass","-43.01644450237404",26,"bottom"
269920,"half_1",43974,43997,False,43997,"turnover",NULL,33,"bottom"
269921,"half_1",43974,43985,True,43997,"forward_pass","42.39591336688267",35,"middle"
269922,"half_1",43974,43986,True,43997,"forward_pass","-28.314231881346434",44,"middle"
269923,"half_1",43974,43973,True,43997,"lateral_pass","-83.98833813323272",44,"middle"
269924,"half_1",43974,43986,True,43997,"lateral_pass","-75.52957099408916",44,"bottom"
269925,"half_1",43974,43979,True,43997,"forward_pass","-23.237561232892475",47,"middle"
269926,"half_1",43974,43993,False,43997,"turnover",NULL,47,"middle"
269927,"half_1",43974,43988,False,43997,"turnover",NULL,47,"middle"
269928,"half_1",43974,43993,False,43997,"turnover",NULL,47,"middle"
269929,"half_1",43974,43976,True,43997,"forward_pass","-7.188398695080956",47,"top"
269930,"half_1",43974,43993,False,43997,"turnover",NULL,47,"top"
269931,"half_1",43974,43978,True,43997,"forward_pass","5.42841103364286",47,"top"
269932,"half_1",43974,43993,False,43997,"turnover",NULL,47,"top"
269933,"half_1",43974,43993,False,43997,"turnover",NULL,47,"top"
269934,"half_1",43974,43977,True,43997,"forward_pass","-21.54015632824332",47,"top"
269935,"half_1",43974,44001,False,43997,"turnover",NULL,47,"top"
269936,"half_1",43974,43997,False,43997,"turnover",NULL,47,"top"
269937,"half_1",43974,43998,False,43997,"turnover",NULL,47,"top"
269938,"half_1",43974,43976,True,44001,"forward_pass","24.44395478041619",47,"top"
269939,"half_2",43974,43993,False,43997,"turnover",NULL,4,"bottom"
269940,"half_2",43974,43986,True,43997,"forward_pass","-58.93050085095573",7,"bottom"
269941,"half_2",43974,43986,True,43997,"forward_pass","-57.520369203078495",9,"bottom"
269942,"half_2",43974,43977,True,43997,"lateral_pass","-84.53777304572395",10,"middle"
269943,"half_2",43974,43997,False,43997,"turnover",NULL,17,"middle"
269944,"half_2",43974,43986,True,43997,"forward_pass","-22.527606721049047",19,"bottom"
269945,"half_2",43974,43997,False,43997,"turnover",NULL,19,"bottom"
269946,"half_2",43974,43997,False,43997,"ball_carry",NULL,22,"bottom"
269947,"half_2",43974,43997,False,43997,"turnover",NULL,22,"bottom"
269948,"half_2",43974,43977,True,43997,"forward_pass","-34.43728075879095",23,"middle"
269949,"half_2",43974,43986,True,43997,"lateral_pass","-76.76599088057162",33,"middle"
269950,"half_2",43974,43983,True,43992,"ball_carry",NULL,34,"bottom"
269951,"half_2",43974,44000,False,44000,"turnover",NULL,37,"middle"
269952,"half_2",43974,43972,True,43991,"backward_pass","-57.297125926489336",47,"bottom"
254892,"half_1",42166,42181,False,42180,"turnover",NULL,3,"middle"
254893,"half_1",42166,42180,False,42180,"turnover",NULL,6,"top"
254894,"half_1",42166,42156,True,42180,"backward_pass","27.22977621208501",6,"middle"
254895,"half_1",42166,42171,False,42171,"turnover",NULL,11,"top"
254896,"half_1",42166,42181,False,42182,"turnover",NULL,11,"top"
254897,"half_1",42166,42182,False,42182,"turnover",NULL,11,"top"
254898,"half_1",42166,42160,True,42182,"forward_pass","16.759792252442054",11,"top"
254899,"half_1",42166,42154,True,42182,"forward_pass","35.57090999384695",11,"top"
254900,"half_1",42166,42160,True,42182,"forward_pass","-65.57544471960131",18,"top"
254901,"half_1",42166,42182,False,42182,"turnover",NULL,19,"top"
254902,"half_1",42166,42182,False,42182,"turnover",NULL,19,"top"
254903,"half_1",42166,42154,True,42171,"forward_pass","21.487096902229048",22,"middle"
254904,"half_1",42166,42156,True,42170,"backward_pass","11.071405925177478",23,"middle"
254905,"half_1",42166,42170,False,42171,"turnover",NULL,29,"middle"
254906,"half_1",42166,42158,True,42180,"backward_pass","26.918994437385205",32,"middle"
254907,"half_1",42166,42156,True,42171,"backward_pass","27.650917738268017",32,"middle"
254908,"half_1",42166,42158,True,42182,"forward_pass","69.82561819896856",39,"middle"
254909,"half_1",42166,42179,False,42170,"turnover",NULL,40,"middle"
254910,"half_1",42166,42165,True,42182,"lateral_pass","-78.51910034178974",43,"top"
254911,"half_1",42166,42170,False,42182,"turnover",NULL,43,"top"
254912,"half_1",42166,42169,False,42182,"turnover",NULL,43,"top"
254913,"half_1",42166,42161,True,42181,"forward_pass","-45.935811411403265",47,"bottom"
254914,"half_2",42166,42177,False,42171,"ball_carry",NULL,2,"top"
254915,"half_2",42166,42160,True,42169,"forward_pass","-32.320427467181695",5,"bottom"
254916,"half_2",42166,42158,True,42171,"backward_pass","16.973511502624593",34,"middle"
254917,"half_2",42166,42158,True,42171,"forward_pass","-48.183139387954",37,"middle"
254918,"half_2",42166,NULL,False,42181,"ball_carry",NULL,41,"top"
247266,"half_1",41259,41255,True,41246,"forward_pass","-7.5716046067814275",3,"bottom"
247267,"half_1",41259,41262,True,41246,"backward_pass","1.7849137896709395",8,"bottom"
247268,"half_1",41259,41260,True,41247,"forward_pass","-65.9667436579539",22,"middle"
247269,"half_1",41259,41262,True,41246,"lateral_pass","-87.0557805107035",42,"bottom"
247270,"half_2",41259,41257,True,41240,"backward_pass","-36.794568773238986",8,"middle"
247271,"half_2",41259,41239,False,41240,"turnover",NULL,31,"bottom"
247272,"half_2",41259,41240,False,41246,"turnover",NULL,32,"bottom"
437687,"half_2",65560,65557,True,65541,"forward_pass","4.644440120181172",37,"middle"
437688,"half_2",65560,65549,True,65541,"backward_pass","20.326276086505793",37,"top"
437689,"half_2",65560,65537,False,65537,"turnover",NULL,41,"bottom"
437690,"half_2",65560,65532,False,65532,"turnover",NULL,41,"top"
437691,"half_2",65560,65533,False,65533,"turnover",NULL,45,"top"
437322,"half_1",65535,65539,True,65546,"forward_pass","65.38423742997105",1,"middle"
437323,"half_1",65535,65534,True,65546,"lateral_pass","75.4887007431782",12,"middle"
437324,"half_1",65535,65546,False,65546,"turnover",NULL,13,"middle"
437325,"half_1",65535,65533,True,65551,"backward_pass","-6.5629664422360126",13,"middle"
437326,"half_1",65535,65549,False,65546,"turnover",NULL,22,"top"
437327,"half_1",65535,65556,False,65555,"ball_carry",NULL,22,"top"
437328,"half_1",65535,65532,True,65546,"backward_pass","-17.32431998003835",24,"middle"
437329,"half_1",65535,65533,True,65546,"backward_pass","-0.2094900336161376",26,"bottom"
437330,"half_1",65535,NULL,False,65551,"turnover",NULL,33,"top"
437331,"half_1",65535,65532,True,65556,"backward_pass","-9.54436809038045",45,"middle"
437332,"half_2",65535,65556,False,65546,"turnover",NULL,1,"middle"
437333,"half_2",65535,NULL,False,65546,"turnover",NULL,11,"middle"
437334,"half_2",65535,65557,False,65546,"turnover",NULL,13,"middle"
250207,"half_2",41559,41578,False,41579,"turnover",NULL,1,"top"
250208,"half_2",41559,41563,True,41579,"backward_pass","6.16589565083467",2,"top"
250209,"half_2",41559,41551,True,41579,"forward_pass","59.31088148052306",8,"top"
250210,"half_2",41559,41563,True,41579,"backward_pass","9.685049535097749",9,"top"
250211,"half_2",41559,41569,False,41569,"turnover",NULL,12,"middle"
250212,"half_2",41559,41565,True,41574,"backward_pass","19.36805466184123",27,"middle"
250213,"half_2",41559,41560,True,41578,"backward_pass","9.443598352694643",31,"middle"
250214,"half_2",41559,41581,False,41567,"turnover",NULL,48,"top"
250215,"half_2",41559,41581,False,41579,"turnover",NULL,48,"top"
245021,"half_1",40858,40853,True,40879,"backward_pass","-9.668337734532114",1,"middle"
245022,"half_1",40858,40880,False,40879,"turnover",NULL,1,"middle"
245023,"half_1",40858,40857,True,40879,"backward_pass","-38.94513968570555",3,"middle"
245024,"half_1",40858,40859,True,40880,"backward_pass","31.33071327470809",5,"top"
245025,"half_1",40858,40867,True,40881,"forward_pass","-4.9117881725059656",9,"top"
245026,"half_1",40858,40857,True,40881,"backward_pass","-74.97382378562456",9,"top"
245027,"half_1",40858,40879,False,40870,"turnover",NULL,10,"top"
245028,"half_1",40858,40880,False,40880,"turnover",NULL,14,"middle"
245029,"half_1",40858,40857,True,40870,"backward_pass","-9.232074374137778",28,"top"
245030,"half_1",40858,40879,False,40879,"turnover",NULL,39,"middle"
245031,"half_1",40858,40867,True,40879,"ball_carry",NULL,42,"top"
269808,"half_1",43979,43974,True,43990,"backward_pass","15.391827844239085",1,"middle"
269809,"half_1",43979,43989,False,43990,"turnover",NULL,2,"top"
269810,"half_1",43979,43988,False,43990,"turnover",NULL,18,"top"
269811,"half_1",43979,43977,True,43997,"forward_pass","-73.7031943742844",21,"middle"
269812,"half_1",43979,43987,False,44001,"turnover",NULL,27,"top"
269813,"half_1",43979,43997,False,44001,"turnover",NULL,37,"top"
269814,"half_1",43979,43978,True,43989,"backward_pass","23.040795160906764",41,"top"
269815,"half_1",43979,43978,True,43989,"backward_pass","24.553555622165728",41,"top"
269816,"half_2",43979,NULL,False,43988,"turnover",NULL,9,"bottom"
269817,"half_2",43979,43988,False,43988,"ball_carry",NULL,17,"top"
269818,"half_2",43979,43977,True,43991,"ball_carry",NULL,23,"top"
246664,"half_1",41153,41151,True,41171,"forward_pass","-66.99705823931684",4,"middle"
246665,"half_1",41153,41179,False,41174,"turnover",NULL,5,"middle"
246666,"half_1",41153,41171,False,41179,"turnover",NULL,18,"middle"
246667,"half_1",41153,41179,False,41181,"turnover",NULL,21,"top"
246668,"half_1",41153,41157,True,41178,"forward_pass","19.502492185702064",23,"bottom"
246669,"half_1",41153,41152,True,41173,"ball_carry",NULL,40,"middle"
246670,"half_1",41153,41152,True,41171,"backward_pass","-70.72550667780735",43,"middle"
246671,"half_2",41153,41156,True,41174,"forward_pass","-22.70894984463438",3,"bottom"
246672,"half_2",41153,41178,False,41167,"ball_carry",NULL,12,"middle"
246673,"half_2",41153,41154,True,41181,"forward_pass","-22.29715787678719",15,"middle"
246674,"half_2",41153,41168,False,41168,"turnover",NULL,17,"top"
246675,"half_2",41153,41167,False,41171,"turnover",NULL,24,"top"
246676,"half_2",41153,41163,True,41174,"ball_carry",NULL,27,"middle"
246677,"half_2",41153,41151,True,41172,"backward_pass","0.7203807315080648",49,"top"
246678,"half_2",41153,NULL,False,41171,"turnover",NULL,49,"top"
246679,"half_2",41153,NULL,False,41172,"turnover",NULL,51,"top"
233396,"half_1",39485,39488,True,39476,"forward_pass","-31.825380744037812",5,"bottom"
233397,"half_1",39485,39472,False,39476,"turnover",NULL,13,"middle"
233398,"half_1",39485,39489,True,39477,"forward_pass","-48.181287261057165",13,"top"
233399,"half_1",39485,NULL,False,39477,"turnover",NULL,19,"middle"
233400,"half_1",39485,39496,True,39477,"forward_pass","-5.022996661238836",28,"bottom"
233401,"half_1",39485,39479,False,39480,"turnover",NULL,28,"middle"
233402,"half_1",39485,39484,True,39477,"lateral_pass","-79.86178044943351",32,"bottom"
233403,"half_1",39485,39486,True,39477,"backward_pass","59.95854290109949",35,"middle"
233404,"half_1",39485,39470,False,39470,"turnover",NULL,39,"top"
233405,"half_1",39485,39484,True,39480,"backward_pass","-52.95071491954084",42,"bottom"
233406,"half_1",39485,39491,True,39476,"backward_pass","69.27234796830483",44,"middle"
233407,"half_2",39485,39488,True,39476,"forward_pass","23.79891159255432",10,"middle"
233408,"half_2",39485,39483,True,39477,"ball_carry",NULL,30,"bottom"
244511,"half_1",40834,40824,True,40809,"backward_pass","-1.2678709431859692",2,"top"
244512,"half_1",40834,40824,True,40819,"backward_pass","4.188826543718274",3,"middle"
244513,"half_1",40834,40833,True,40819,"backward_pass","67.27245923625232",4,"bottom"
244514,"half_1",40834,40824,True,40809,"backward_pass","42.36995387027634",7,"middle"
244515,"half_1",40834,40824,True,40809,"backward_pass","7.088140355812776",7,"middle"
244516,"half_1",40834,40819,False,40812,"turnover",NULL,9,"bottom"
244517,"half_1",40834,40815,False,40812,"turnover",NULL,9,"bottom"
244518,"half_1",40834,40824,True,40809,"backward_pass","15.899954245824658",11,"middle"
244519,"half_1",40834,40823,True,40809,"forward_pass","-37.4427723062196",17,"top"
244520,"half_1",40834,40835,True,40810,"forward_pass","39.727606221564805",17,"top"
244521,"half_1",40834,40822,True,40809,"backward_pass","-26.506243719143427",36,"bottom"
244522,"half_1",40834,40819,False,40819,"turnover",NULL,36,"bottom"
244523,"half_1",40834,40815,False,40819,"turnover",NULL,36,"bottom"
244524,"half_1",40834,40819,False,40819,"turnover",NULL,38,"middle"
244525,"half_1",40834,40824,True,40819,"lateral_pass","80.31491943716289",38,"middle"
244526,"half_1",40834,40824,True,40809,"backward_pass","24.414220203360813",38,"middle"
244527,"half_2",40834,40823,True,40809,"backward_pass","-43.32418878123999",3,"top"
244528,"half_2",40834,40832,True,40816,"backward_pass","-11.49509342403471",20,"bottom"
244529,"half_2",40834,40837,True,40811,"backward_pass","38.486801799446674",33,"top"
244530,"half_2",40834,40824,True,40814,"backward_pass","20.959207997265487",36,"middle"
244531,"half_2",40834,40818,False,40816,"turnover",NULL,49,"bottom"
244634,"half_2",40814,40816,True,40829,"ball_carry",NULL,38,"middle"
244635,"half_2",40814,40831,False,40834,"turnover",NULL,40,"top"
244636,"half_2",40814,40816,True,40834,"backward_pass","-45",46,"middle"
244637,"half_2",40814,40807,True,40828,"backward_pass","51.75203227923735",48,"middle"
234999,"half_2",39657,39650,True,39672,"forward_pass","20.810275063934764",29,"bottom"
235000,"half_2",39657,39658,True,39672,"forward_pass","-41.90871233617147",44,"middle"
252410,"half_1",41844,41862,False,41862,"turnover",NULL,1,"middle"
252411,"half_1",41844,41862,False,41862,"turnover",NULL,12,"top"
252412,"half_1",41844,41847,True,41866,"backward_pass","3.1852037615754263",20,"middle"
252413,"half_1",41844,41870,False,41866,"turnover",NULL,20,"middle"
252414,"half_1",41844,41842,True,41862,"backward_pass","-45.138877554644814",25,"middle"
252415,"half_1",41844,41870,False,41873,"turnover",NULL,40,"top"
252416,"half_1",41844,41840,True,41862,"backward_pass","-32.068260241404005",42,"middle"
252417,"half_1",41844,41862,False,41861,"turnover",NULL,47,"top"
252418,"half_2",41844,NULL,False,41861,"turnover",NULL,9,"middle"
252419,"half_2",41844,41847,True,41861,"backward_pass","39.829501172432074",14,"top"
252420,"half_2",41844,41838,True,41873,"backward_pass","-16.948474619209385",16,"bottom"
253059,"half_2",41918,41916,True,41886,"forward_pass","-50.91833095769509",40,"top"
253060,"half_2",41918,41914,True,41886,"backward_pass","-5.672716496941146",49,"top"
256243,"half_1",42288,42298,True,42318,"forward_pass","20.394075111048846",1,"middle"
256244,"half_1",42288,42292,True,42318,"forward_pass","-43.478198904436084",4,"middle"
256245,"half_1",42288,42291,True,42318,"backward_pass","26.68847468048432",11,"middle"
256246,"half_1",42288,42292,True,42318,"forward_pass","-14.288940139836223",11,"middle"
256247,"half_1",42288,42292,True,42318,"forward_pass","58.75083109027393",16,"middle"
256248,"half_1",42288,42307,False,42318,"turnover",NULL,19,"bottom"
256249,"half_1",42288,42313,False,42306,"turnover",NULL,20,"bottom"
256250,"half_1",42288,42292,True,42318,"backward_pass","-10.590401859912904",27,"bottom"
256251,"half_1",42288,42299,True,42318,"backward_pass","58.47022300756217",27,"bottom"
256252,"half_1",42288,42292,True,42310,"forward_pass","11.717552821942174",27,"bottom"
256253,"half_1",42288,42298,True,42308,"backward_pass","46.99749332747196",28,"middle"
256254,"half_1",42288,42318,False,42318,"turnover",NULL,31,"middle"
256255,"half_1",42288,42316,False,42318,"ball_carry",NULL,32,"top"
256256,"half_1",42288,42298,True,42308,"ball_carry",NULL,33,"top"
256257,"half_1",42288,42307,False,42306,"turnover",NULL,34,"middle"
256258,"half_1",42288,42292,True,42306,"lateral_pass","85.37897734120205",35,"bottom"
256259,"half_1",42288,42292,True,42318,"forward_pass","-6.1956096997850665",44,"middle"
256260,"half_2",42288,42318,False,42318,"turnover",NULL,4,"bottom"
256261,"half_2",42288,42313,False,42308,"turnover",NULL,6,"top"
256262,"half_2",42288,42298,True,42318,"forward_pass","23.71222007162538",16,"middle"
256263,"half_2",42288,42291,True,42318,"backward_pass","45.21807916861043",19,"middle"
256264,"half_2",42288,42318,False,42306,"turnover",NULL,19,"bottom"
256265,"half_2",42288,42292,True,42311,"lateral_pass","84.67292913678516",27,"middle"
256266,"half_2",42288,42311,False,42311,"turnover",NULL,27,"middle"
256267,"half_2",42288,42310,False,42310,"ball_carry",NULL,31,"middle"
256268,"half_2",42288,42299,True,42311,"forward_pass","-15.782965070602847",33,"bottom"
256269,"half_2",42288,42292,True,42310,"ball_carry",NULL,35,"middle"
256270,"half_2",42288,42308,False,42311,"ball_carry",NULL,49,"bottom"
256271,"extra_time_1",42288,42297,True,42311,"backward_pass","40.46637167767705",1,"middle"
256272,"extra_time_1",42288,42311,False,42311,"turnover",NULL,1,"top"
256273,"extra_time_1",42288,42299,True,42319,"backward_pass","-53.82644844568794",1,"top"
256274,"extra_time_1",42288,42319,False,42311,"turnover",NULL,2,"middle"
256275,"extra_time_1",42288,42316,False,42308,"turnover",NULL,6,"top"
256276,"extra_time_1",42288,42292,True,42311,"backward_pass","61.69996752155139",9,"top"
233451,"half_2",39495,NULL,False,39471,"turnover",NULL,22,"middle"
233452,"half_2",39495,39473,False,39471,"turnover",NULL,27,"middle"
233453,"half_2",39495,39497,True,39471,"backward_pass","-32.87765692695797",28,"middle"
233454,"half_2",39495,39479,False,39473,"turnover",NULL,33,"middle"
233455,"half_2",39495,39491,True,39470,"lateral_pass","80.74008563539431",42,"middle"
233456,"half_2",39495,39478,False,39478,"turnover",NULL,43,"middle"
237565,"half_1",39995,39971,False,39972,"turnover",NULL,11,"top"
237566,"half_1",39995,39987,True,39979,"backward_pass","-38.39162477517096",13,"bottom"
237567,"half_1",39995,39989,True,39982,"backward_pass","-25.633877754805546",27,"middle"
237568,"half_1",39995,39979,False,39982,"turnover",NULL,39,"top"
237569,"half_2",39995,39980,False,39984,"turnover",NULL,12,"middle"
237570,"half_2",39995,NULL,False,39980,"turnover",NULL,13,"middle"
237571,"half_2",39995,39993,True,39975,"forward_pass","7.035350369391624",16,"middle"
237572,"half_2",39995,39991,True,39985,"forward_pass","14.420044610148945",45,"top"
237573,"half_2",39995,39983,False,39983,"turnover",NULL,51,"top"
252366,"half_1",41863,41844,False,41850,"turnover",NULL,1,"bottom"
252367,"half_1",41863,41873,True,41850,"forward_pass","16.588170177945525",1,"bottom"
252368,"half_1",41863,41870,True,41849,"backward_pass","-70.09601778713086",5,"middle"
252369,"half_1",41863,41862,True,41849,"lateral_pass","-85.57860529365485",11,"middle"
