"id","period","player_appearance_id","addressee_player_appearance_id","accurate","minute","stage"
842926,"half_1",42220,42211,True,36,"middle"
842927,"half_1",42220,42211,True,39,"middle"
842969,"half_2",42220,42213,True,41,"middle"
843040,"half_2",42220,42214,True,8,"middle"
843064,"half_1",42220,42217,True,6,"middle"
843065,"half_1",42220,42217,True,19,"middle"
843066,"half_1",42220,42217,True,27,"middle"
843079,"half_1",42220,42221,True,10,"middle"
843080,"half_1",42220,42221,True,12,"middle"
843081,"half_1",42220,42221,True,27,"middle"
843082,"half_2",42220,42221,True,13,"bottom"
843118,"half_1",42220,42215,True,31,"middle"
843132,"half_2",42220,42225,True,8,"middle"
843138,"half_2",42220,42218,True,34,"middle"
826386,"half_1",41332,41341,False,31,"middle"
826387,"half_1",41332,41341,False,36,"top"
826425,"half_1",41332,41327,True,16,"middle"
826426,"half_1",41332,41327,True,18,"middle"
826427,"half_1",41332,41327,True,18,"middle"
826428,"half_1",41332,41327,True,40,"middle"
826485,"half_1",41332,41342,False,5,"middle"
826486,"half_1",41332,41342,False,8,"top"
826487,"half_1",41332,41342,False,13,"middle"
826548,"half_1",41332,41333,True,1,"middle"
826549,"half_1",41332,41333,True,9,"middle"
826606,"half_1",41332,41335,True,6,"bottom"
826643,"half_1",41332,41328,True,4,"top"
826698,"half_1",41332,41344,False,43,"middle"
826728,"half_1",41332,41331,True,30,"bottom"
826729,"half_1",41332,41331,True,36,"middle"
826730,"half_1",41332,41331,True,37,"middle"
826731,"half_1",41332,41331,True,41,"middle"
826740,"half_1",41332,41353,False,33,"bottom"
826922,"half_1",41332,41349,False,21,"bottom"
826947,"half_1",41332,41339,True,23,"middle"
827130,"half_1",41332,41330,True,29,"middle"
827131,"half_1",41332,41330,True,46,"middle"
793044,"half_2",39675,39679,True,46,"top"
793403,"half_2",39675,39678,True,48,"bottom"
837230,"half_2",41903,41889,True,46,"middle"
837454,"half_2",41903,41885,True,46,"bottom"
837732,"half_2",41903,41909,False,46,"bottom"
837742,"half_2",41903,41924,False,45,"middle"
837849,"half_2",41903,41911,False,42,"middle"
1462550,"half_1",65530,65535,True,1,"middle"
1462551,"half_1",65530,65539,True,1,"top"
1462552,"half_1",65530,65536,True,2,"top"
1462553,"half_1",65530,65539,True,4,"middle"
1462554,"half_1",65530,NULL,False,7,"top"
1462555,"half_1",65530,65533,True,12,"bottom"
1462556,"half_1",65530,65533,True,13,"middle"
1462557,"half_1",65530,65533,True,14,"middle"
1462558,"half_1",65530,65539,True,14,"middle"
1462559,"half_1",65530,65533,True,14,"middle"
1462560,"half_1",65530,65539,True,15,"middle"
1462561,"half_1",65530,65532,True,15,"middle"
1462562,"half_1",65530,65532,True,15,"middle"
1462563,"half_1",65530,65532,True,23,"bottom"
1462564,"half_1",65530,65546,False,27,"middle"
1462565,"half_1",65530,65537,True,34,"top"
1462566,"half_1",65530,65533,True,35,"bottom"
1462567,"half_1",65530,65539,True,40,"bottom"
1462568,"half_1",65530,65536,True,43,"middle"
1462569,"half_1",65530,65533,True,43,"middle"
1462570,"half_1",65530,65533,True,43,"middle"
1462571,"half_1",65530,65539,True,44,"bottom"
1462572,"half_1",65530,65535,True,44,"middle"
1462573,"half_1",65530,65536,True,46,"middle"
1462574,"half_1",65530,65532,True,46,"middle"
1462575,"half_1",65530,65533,True,47,"middle"
1462576,"half_2",65530,65529,True,1,"bottom"
1462577,"half_2",65530,65551,False,3,"bottom"
1462578,"half_2",65530,65533,True,3,"top"
1462579,"half_2",65530,65533,True,9,"middle"
1462580,"half_2",65530,65532,True,9,"middle"
1462581,"half_2",65530,65536,True,15,"middle"
1462582,"half_2",65530,65536,True,15,"middle"
1462583,"half_2",65530,65540,True,18,"top"
1462584,"half_2",65530,65533,True,20,"middle"
1462585,"half_2",65530,65533,True,20,"middle"
1462586,"half_2",65530,65548,False,20,"middle"
1462587,"half_2",65530,65533,True,20,"top"
1462588,"half_2",65530,65538,True,20,"middle"
1462589,"half_2",65530,NULL,False,23,"bottom"
1462590,"half_2",65530,65540,True,26,"bottom"
1462591,"half_2",65530,65532,True,30,"middle"
1462592,"half_2",65530,65542,True,31,"top"
1462593,"half_2",65530,65542,True,32,"top"
1462594,"half_2",65530,65542,True,36,"top"
1462595,"half_2",65530,65538,True,36,"top"
1462596,"half_2",65530,65537,True,39,"top"
1462597,"half_2",65530,65533,True,40,"middle"
1462598,"half_2",65530,65542,True,40,"middle"
1462599,"half_2",65530,65538,True,40,"bottom"
1462600,"half_2",65530,65533,True,40,"middle"
1462601,"half_2",65530,65541,True,40,"middle"
1462602,"half_2",65530,65541,True,42,"middle"
1462603,"half_2",65530,65545,False,44,"middle"
1462604,"half_2",65530,65533,True,46,"middle"
1462605,"half_2",65530,65537,True,46,"middle"
1462606,"half_2",65530,65538,True,46,"middle"
1462607,"half_2",65530,65532,True,46,"middle"
1462608,"half_2",65530,65532,True,47,"middle"
817763,"half_1",40810,40826,False,42,"middle"
817893,"half_1",40810,40808,True,8,"bottom"
817894,"half_1",40810,40808,True,9,"middle"
817895,"half_1",40810,40808,True,26,"middle"
817896,"half_2",40810,40808,True,38,"middle"
817897,"half_2",40810,40808,True,39,"middle"
817939,"half_2",40810,40815,True,8,"top"
817940,"half_2",40810,40815,True,16,"middle"
817941,"half_2",40810,40815,True,16,"middle"
818062,"half_1",40810,40807,True,2,"middle"
818063,"half_2",40810,40807,True,10,"middle"
818064,"half_2",40810,40807,True,10,"middle"
818065,"half_2",40810,40807,True,16,"middle"
818066,"half_2",40810,40807,True,22,"middle"
818067,"half_2",40810,40807,True,32,"bottom"
818137,"half_2",40810,40806,True,45,"bottom"
818165,"half_1",40810,40823,False,22,"bottom"
818166,"half_2",40810,40823,False,19,"middle"
818280,"half_2",40810,40821,True,43,"middle"
818338,"half_1",40810,40834,False,14,"middle"
818363,"half_1",40810,40809,True,9,"middle"
818364,"half_1",40810,40809,True,40,"middle"
818365,"half_2",40810,40809,True,7,"middle"
818378,"half_2",40810,40836,False,17,"middle"
818416,"half_2",40810,40816,True,12,"middle"
818417,"half_2",40810,40816,True,16,"top"
818418,"half_2",40810,40816,True,34,"middle"
818433,"half_2",40810,40831,False,40,"bottom"
818446,"half_1",40810,40817,True,45,"top"
818447,"half_2",40810,40817,True,7,"top"
818472,"half_1",40810,40820,True,34,"bottom"
818473,"half_2",40810,40820,True,7,"middle"
818474,"half_2",40810,40820,True,20,"bottom"
818531,"half_2",40810,40813,True,23,"middle"
818532,"half_2",40810,40813,True,49,"top"
818543,"half_1",40810,40819,True,40,"middle"
818544,"half_2",40810,40819,True,10,"middle"
818545,"half_2",40810,40819,True,17,"middle"
818561,"half_2",40810,40811,True,6,"middle"
818562,"half_2",40810,40811,True,15,"middle"
818563,"half_2",40810,40811,True,32,"middle"
818564,"half_2",40810,40811,True,42,"bottom"
818573,"half_1",40810,40818,True,12,"middle"
818574,"half_2",40810,40818,True,13,"bottom"
841440,"half_1",42155,42153,True,3,"bottom"
841441,"half_1",42155,42153,True,6,"bottom"
841442,"half_1",42155,42153,True,10,"middle"
841443,"half_1",42155,42153,True,17,"bottom"
841444,"half_1",42155,42153,True,30,"bottom"
841445,"half_1",42155,42153,True,33,"bottom"
841446,"half_1",42155,42153,True,46,"bottom"
841447,"half_2",42155,42153,True,12,"middle"
841550,"half_1",42155,42164,True,3,"middle"
841551,"half_1",42155,42164,True,4,"bottom"
841552,"half_1",42155,42164,True,10,"bottom"
841553,"half_1",42155,42164,True,12,"bottom"
841554,"half_1",42155,42164,True,15,"bottom"
841555,"half_1",42155,42164,True,31,"bottom"
841556,"half_1",42155,42164,True,45,"bottom"
841557,"half_2",42155,42164,True,5,"bottom"
841558,"half_2",42155,42164,True,8,"bottom"
841559,"half_2",42155,42164,True,35,"middle"
841605,"half_2",42155,42166,True,15,"middle"
841606,"half_2",42155,42166,True,16,"middle"
841638,"half_2",42155,42169,False,14,"bottom"
841639,"half_2",42155,42169,False,23,"bottom"
841640,"half_2",42155,42169,False,23,"bottom"
841686,"half_1",42155,42160,True,32,"middle"
841687,"half_1",42155,42160,True,43,"middle"
841688,"half_2",42155,42160,True,3,"middle"
841689,"half_2",42155,42160,True,32,"middle"
841789,"half_2",42155,42154,True,11,"middle"
841825,"half_1",42155,42167,True,7,"bottom"
841826,"half_1",42155,42167,True,15,"bottom"
841827,"half_2",42155,42167,True,15,"middle"
841828,"half_2",42155,42167,True,17,"middle"
841829,"half_2",42155,42167,True,30,"middle"
841888,"half_1",42155,42158,True,39,"middle"
841889,"half_1",42155,42158,True,43,"bottom"
841890,"half_2",42155,42158,True,19,"bottom"
841891,"half_2",42155,42158,True,30,"middle"
841892,"half_2",42155,42158,True,30,"middle"
841964,"half_1",42155,42156,True,4,"bottom"
841965,"half_1",42155,42156,True,4,"bottom"
841966,"half_1",42155,42156,True,18,"top"
841967,"half_1",42155,42156,True,21,"bottom"
841968,"half_1",42155,42156,True,22,"middle"
841969,"half_1",42155,42156,True,23,"middle"
841970,"half_2",42155,42156,True,20,"bottom"
841971,"half_2",42155,42156,True,40,"bottom"
841972,"half_2",42155,42156,True,45,"middle"
842073,"half_2",42155,42182,False,1,"bottom"
842185,"half_1",42155,42175,False,5,"bottom"
842186,"half_1",42155,42175,False,21,"bottom"
842328,"half_1",42155,42161,True,13,"top"
842329,"half_1",42155,42161,True,18,"middle"
842330,"half_1",42155,42161,True,18,"middle"
842331,"half_1",42155,42161,True,23,"middle"
842332,"half_1",42155,42161,True,33,"middle"
842333,"half_2",42155,42161,True,3,"middle"
842334,"half_2",42155,42161,True,8,"bottom"
788298,"half_2",39490,39468,False,1,"middle"
788299,"half_2",39490,39468,False,10,"middle"
788300,"half_2",39490,39468,False,16,"top"
788301,"half_2",39490,39468,False,22,"top"
788302,"half_2",39490,39468,False,24,"bottom"
788303,"half_2",39490,39468,False,30,"bottom"
788304,"half_2",39490,39468,False,30,"bottom"
788420,"half_2",39490,39477,False,36,"top"
788523,"half_2",39490,39491,True,1,"middle"
788524,"half_2",39490,39491,True,24,"bottom"
788525,"half_2",39490,39491,True,26,"middle"
788712,"half_2",39490,39473,False,36,"top"
788805,"half_2",39490,39467,False,35,"top"
788892,"half_2",39490,39469,False,36,"top"
788968,"half_2",39490,39489,True,40,"middle"
789070,"half_2",39490,39479,False,30,"bottom"
789071,"half_2",39490,39479,False,38,"middle"
789177,"half_2",39490,39470,False,1,"middle"
789178,"half_2",39490,39470,False,36,"top"
789389,"half_2",39490,39496,True,40,"top"
789940,"half_2",39490,39475,False,34,"middle"
789987,"half_2",39490,39478,False,44,"top"
836174,"half_1",41868,41841,False,46,"top"
836175,"half_2",41868,41841,False,20,"top"
836326,"half_1",41868,41847,False,41,"bottom"
836377,"half_1",41868,41850,False,33,"bottom"
836524,"half_1",41868,41839,False,6,"middle"
836525,"half_1",41868,41839,False,32,"bottom"
836741,"half_1",41868,41842,False,34,"middle"
836742,"half_2",41868,41842,False,44,"middle"
836820,"half_2",41868,41838,False,32,"middle"
836857,"half_2",41868,41851,False,45,"bottom"
836939,"half_1",41868,41863,True,3,"middle"
836940,"half_1",41868,41863,True,5,"middle"
836941,"half_1",41868,41863,True,35,"middle"
836986,"half_1",41868,41862,True,5,"middle"
837019,"half_1",41868,41864,True,4,"top"
837020,"half_1",41868,41864,True,4,"middle"
837021,"half_1",41868,41864,True,4,"middle"
837022,"half_1",41868,41864,True,7,"bottom"
837023,"half_1",41868,41864,True,35,"middle"
837024,"half_2",41868,41864,True,15,"bottom"
837025,"half_2",41868,41864,True,37,"bottom"
837026,"half_2",41868,41864,True,42,"middle"
837040,"half_1",41868,41869,True,14,"middle"
837062,"half_1",41868,41870,True,3,"middle"
837102,"half_2",41868,41880,True,47,"middle"
837105,"half_2",41868,41871,True,12,"bottom"
798064,"half_2",39927,39941,False,33,"bottom"
798110,"half_1",39927,39954,False,29,"middle"
798123,"half_1",39927,39928,True,1,"middle"
798124,"half_1",39927,39928,True,3,"middle"
798125,"half_1",39927,39928,True,4,"middle"
798126,"half_1",39927,39928,True,5,"middle"
798127,"half_1",39927,39928,True,32,"middle"
798128,"half_1",39927,39928,True,46,"bottom"
798129,"half_2",39927,39928,True,1,"bottom"
798130,"half_2",39927,39928,True,2,"bottom"
798131,"half_2",39927,39928,True,7,"middle"
798132,"half_2",39927,39928,True,10,"middle"
798133,"half_2",39927,39928,True,15,"bottom"
798134,"half_2",39927,39928,True,44,"middle"
798180,"half_1",39927,39925,True,1,"middle"
798181,"half_1",39927,39925,True,3,"bottom"
798182,"half_1",39927,39925,True,4,"middle"
798183,"half_1",39927,39925,True,4,"middle"
798184,"half_1",39927,39925,True,5,"middle"
798185,"half_1",39927,39925,True,10,"middle"
798186,"half_1",39927,39925,True,17,"middle"
798187,"half_1",39927,39925,True,32,"bottom"
798188,"half_1",39927,39925,True,39,"middle"
798189,"half_1",39927,39925,True,45,"middle"
798190,"half_2",39927,39925,True,1,"middle"
798191,"half_2",39927,39925,True,22,"middle"
798192,"half_2",39927,39925,True,53,"bottom"
798193,"half_2",39927,39925,True,54,"bottom"
798233,"half_1",39927,39952,False,20,"middle"
798273,"half_1",39927,39929,True,12,"middle"
798274,"half_1",39927,39929,True,19,"middle"
798275,"half_1",39927,39929,True,19,"middle"
798276,"half_1",39927,39929,True,24,"bottom"
798277,"half_1",39927,39929,True,27,"middle"
798278,"half_2",39927,39929,True,5,"middle"
798279,"half_2",39927,39929,True,21,"bottom"
798280,"half_2",39927,39929,True,23,"top"
798281,"half_2",39927,39929,True,26,"top"
798282,"half_2",39927,39929,True,33,"bottom"
798283,"half_2",39927,39929,True,36,"middle"
798413,"half_1",39927,39930,True,31,"middle"
798414,"half_1",39927,39930,True,40,"middle"
798415,"half_2",39927,39930,True,18,"top"
798440,"half_1",39927,39933,True,3,"middle"
798441,"half_1",39927,39933,True,3,"middle"
798442,"half_1",39927,39933,True,4,"middle"
798443,"half_2",39927,39933,True,4,"middle"
798477,"half_1",39927,39938,True,5,"middle"
798478,"half_1",39927,39938,True,8,"middle"
798479,"half_1",39927,39938,True,39,"middle"
798480,"half_2",39927,39938,True,6,"bottom"
798545,"half_1",39927,39947,False,14,"middle"
798574,"half_1",39927,39950,False,1,"middle"
798791,"half_2",39927,39951,False,51,"bottom"
798798,"half_1",39927,39931,True,22,"top"
798834,"half_2",39927,39948,False,9,"middle"
798841,"half_1",39927,39936,True,40,"middle"
798842,"half_2",39927,39936,True,9,"bottom"
798843,"half_2",39927,39936,True,16,"bottom"
798844,"half_2",39927,39936,True,22,"bottom"
798845,"half_2",39927,39936,True,25,"bottom"
798846,"half_2",39927,39936,True,33,"middle"
798847,"half_2",39927,39936,True,53,"bottom"
798864,"half_2",39927,39945,False,37,"middle"
798875,"half_2",39927,39934,True,24,"top"
798899,"half_1",39927,39939,True,7,"bottom"
798922,"half_2",39927,39942,False,51,"bottom"
798923,"half_2",39927,39937,True,53,"middle"
882499,"half_1",43974,43975,True,8,"middle"
882500,"half_1",43974,43975,True,11,"bottom"
882501,"half_1",43974,43975,True,14,"middle"
882502,"half_1",43974,43975,True,14,"middle"
882503,"half_1",43974,43975,True,16,"bottom"
882504,"half_1",43974,43975,True,22,"middle"
882505,"half_1",43974,43975,True,26,"bottom"
882506,"half_1",43974,43975,True,28,"middle"
882507,"half_1",43974,43975,True,33,"bottom"
882508,"half_1",43974,43975,True,35,"middle"
882509,"half_1",43974,43975,True,45,"bottom"
882510,"half_1",43974,43975,True,49,"middle"
882511,"half_2",43974,43975,True,2,"bottom"
882512,"half_2",43974,43975,True,11,"top"
882513,"half_2",43974,43975,True,17,"middle"
882514,"half_2",43974,43975,True,22,"bottom"
882515,"half_2",43974,43975,True,33,"bottom"
882516,"half_2",43974,43975,True,33,"bottom"
882517,"half_2",43974,43975,True,33,"bottom"
882518,"half_2",43974,43975,True,34,"middle"
882519,"half_2",43974,43975,True,44,"middle"
882520,"half_2",43974,43975,True,45,"middle"
882570,"half_1",43974,43978,True,18,"middle"
882571,"half_1",43974,43978,True,27,"middle"
882572,"half_1",43974,43978,True,35,"middle"
882573,"half_1",43974,43978,True,47,"bottom"
882603,"half_1",43974,43985,True,6,"bottom"
882604,"half_1",43974,43985,True,35,"middle"
882605,"half_2",43974,43985,True,13,"middle"
882606,"half_2",43974,43985,True,27,"middle"
882607,"half_2",43974,43985,True,27,"middle"
882648,"half_1",43974,43982,True,31,"bottom"
882649,"half_1",43974,43982,True,35,"middle"
882684,"half_1",43974,43973,True,29,"middle"
882685,"half_2",43974,43973,True,23,"top"
882686,"half_2",43974,43973,True,25,"middle"
882732,"half_1",43974,43990,False,44,"middle"
882797,"half_1",43974,43977,True,31,"middle"
882798,"half_1",43974,43977,True,37,"top"
882799,"half_1",43974,43977,True,41,"middle"
882800,"half_1",43974,43977,True,47,"middle"
882801,"half_2",43974,43977,True,10,"middle"
882827,"half_2",43974,44001,False,22,"bottom"
882948,"half_2",43974,43979,True,5,"bottom"
882958,"half_1",43974,43976,True,22,"top"
882959,"half_1",43974,43976,True,47,"top"
882960,"half_1",43974,43976,True,50,"bottom"
882961,"half_1",43974,43976,True,50,"middle"
882962,"half_2",43974,43976,True,11,"middle"
882963,"half_2",43974,43976,True,14,"middle"
882964,"half_2",43974,43976,True,15,"middle"
882965,"half_2",43974,43976,True,17,"middle"
882966,"half_2",43974,43976,True,27,"bottom"
882967,"half_2",43974,43976,True,29,"middle"
882968,"half_2",43974,43976,True,34,"bottom"
882969,"half_2",43974,43976,True,42,"middle"
883003,"half_1",43974,43972,True,1,"bottom"
883004,"half_1",43974,43972,True,12,"bottom"
883005,"half_1",43974,43972,True,12,"bottom"
883006,"half_1",43974,43972,True,33,"bottom"
883007,"half_2",43974,43972,True,4,"bottom"
883008,"half_2",43974,43972,True,7,"bottom"
883009,"half_2",43974,43972,True,21,"bottom"
883010,"half_2",43974,43972,True,27,"bottom"
883011,"half_2",43974,43972,True,47,"bottom"
883049,"half_2",43974,43981,True,14,"middle"
883050,"half_2",43974,43981,True,15,"bottom"
883051,"half_2",43974,43981,True,17,"middle"
883052,"half_2",43974,43981,True,45,"top"
883086,"half_2",43974,44003,True,28,"bottom"
883087,"half_2",43974,44003,True,46,"top"
883290,"half_1",43974,43999,False,9,"bottom"
883319,"half_1",43974,43986,True,1,"bottom"
883320,"half_1",43974,43986,True,11,"bottom"
883321,"half_1",43974,43986,True,12,"bottom"
883322,"half_1",43974,43986,True,14,"middle"
883323,"half_1",43974,43986,True,22,"top"
883324,"half_1",43974,43986,True,26,"bottom"
883325,"half_1",43974,43986,True,31,"middle"
883326,"half_1",43974,43986,True,33,"bottom"
883327,"half_1",43974,43986,True,37,"top"
883328,"half_1",43974,43986,True,44,"top"
883329,"half_1",43974,43986,True,44,"bottom"
883330,"half_2",43974,43986,True,7,"bottom"
883331,"half_2",43974,43986,True,9,"bottom"
883332,"half_2",43974,43986,True,11,"top"
883333,"half_2",43974,43986,True,12,"bottom"
883334,"half_2",43974,43986,True,15,"middle"
883335,"half_2",43974,43986,True,19,"bottom"
883336,"half_2",43974,43986,True,19,"bottom"
883337,"half_2",43974,43986,True,33,"middle"
883338,"half_2",43974,43986,True,44,"bottom"
883339,"half_2",43974,43986,True,44,"middle"
883340,"half_2",43974,43986,True,44,"middle"
883341,"half_2",43974,43986,True,45,"top"
883342,"half_2",43974,43986,True,47,"bottom"
883371,"half_2",43974,43998,False,4,"bottom"
883404,"half_2",43974,43991,False,20,"bottom"
883431,"half_2",43974,43983,True,34,"middle"
883432,"half_2",43974,43983,True,43,"middle"
841514,"half_2",42166,42176,False,16,"top"
841683,"half_1",42166,42160,True,18,"middle"
841684,"half_1",42166,42160,True,19,"top"
841685,"half_2",42166,42160,True,5,"bottom"
841715,"half_1",42166,42170,False,31,"top"
841716,"half_2",42166,42170,False,31,"top"
841785,"half_1",42166,42154,True,6,"top"
841786,"half_1",42166,42154,True,11,"top"
841787,"half_1",42166,42154,True,32,"middle"
841788,"half_2",42166,42154,True,12,"middle"
841821,"half_1",42166,42167,True,7,"middle"
841822,"half_1",42166,42167,True,47,"top"
841823,"half_2",42166,42167,True,28,"middle"
841824,"half_2",42166,42167,True,32,"middle"
841879,"half_1",42166,42158,True,3,"middle"
841880,"half_1",42166,42158,True,6,"top"
841881,"half_1",42166,42158,True,32,"middle"
841882,"half_1",42166,42158,True,39,"middle"
841883,"half_1",42166,42158,True,43,"top"
841884,"half_1",42166,42158,True,46,"bottom"
841885,"half_2",42166,42158,True,34,"middle"
841886,"half_2",42166,42158,True,37,"middle"
841887,"half_2",42166,42158,True,40,"middle"
841960,"half_1",42166,42156,True,2,"middle"
841961,"half_1",42166,42156,True,6,"middle"
841962,"half_1",42166,42156,True,23,"middle"
841963,"half_1",42166,42156,True,32,"middle"
842019,"half_1",42166,42155,True,3,"middle"
842020,"half_1",42166,42155,True,13,"middle"
842021,"half_2",42166,42155,True,15,"middle"
842022,"half_2",42166,42155,True,40,"middle"
842051,"half_1",42166,42165,True,40,"middle"
842092,"half_2",42166,42177,False,2,"top"
842252,"half_1",42166,42171,False,22,"middle"
842253,"half_2",42166,42171,False,27,"middle"
842325,"half_1",42166,42161,True,47,"bottom"
842326,"half_2",42166,42161,True,9,"middle"
842327,"half_2",42166,42161,True,17,"middle"
842372,"half_2",42166,42157,True,40,"middle"
842387,"half_2",42166,42168,True,43,"bottom"
824521,"half_2",41259,41234,False,8,"middle"
824553,"half_1",41259,41260,True,22,"middle"
824554,"half_1",41259,41260,True,25,"middle"
824676,"half_1",41259,41255,True,3,"bottom"
824677,"half_1",41259,41255,True,14,"middle"
824678,"half_1",41259,41255,True,18,"middle"
824679,"half_1",41259,41255,True,22,"middle"
824739,"half_1",41259,41264,True,14,"bottom"
824740,"half_1",41259,41264,True,19,"middle"
824741,"half_1",41259,41264,True,24,"middle"
824742,"half_1",41259,41264,True,28,"middle"
824743,"half_1",41259,41264,True,39,"middle"
824744,"half_2",41259,41264,True,21,"middle"
824788,"half_1",41259,41261,True,4,"bottom"
824789,"half_1",41259,41261,True,5,"bottom"
824790,"half_1",41259,41261,True,8,"bottom"
824791,"half_1",41259,41261,True,16,"middle"
824792,"half_1",41259,41261,True,21,"middle"
824793,"half_1",41259,41261,True,23,"middle"
824794,"half_1",41259,41261,True,26,"bottom"
824795,"half_1",41259,41261,True,28,"bottom"
824796,"half_1",41259,41261,True,28,"bottom"
824797,"half_1",41259,41261,True,29,"middle"
824798,"half_1",41259,41261,True,35,"middle"
824799,"half_2",41259,41261,True,6,"bottom"
824800,"half_2",41259,41261,True,9,"middle"
