player_appearance_id,player_id,fixture_id,date,checkpoint,checkpoint_period,checkpoint_min,position,is_home,formation,minute_in,minute_out,subbed,jersey_number,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after
39436,3305,1159,2025-06-11,H1_15,half_1,15,M,TRUE,4-1-4-1,1,80,TRUE,22,1,8,123.71,6.551,8.67,0,0,0,0,1,8,123.71,6.551,8.67,0,0,0,0,0
39437,3306,1159,2025-06-11,H1_15,half_1,15,G,FALSE,4-1-4-1,1,90,FALSE,1,0,1,8.4,12.02,12.02,0,0,0,0,0,1,8.4,12.02,12.02,0,0,0,0,0
39438,3307,1159,2025-06-11,H1_15,half_1,15,D,FALSE,4-1-4-1,1,90,FALSE,2,5,11,233.68,7.098,9.48,0,0,0,0,5,11,233.68,7.098,9.48,0,0,0,0,1
39439,3308,1159,2025-06-11,H1_15,half_1,15,D,FALSE,4-1-4-1,1,90,FALSE,3,1,7,102.21,6.656,8.62,0,0,0,0,1,7,102.21,6.656,8.62,0,0,0,0,0
39440,3309,1159,2025-06-11,H1_15,half_1,15,D,FALSE,4-1-4-1,1,90,FALSE,5,1,9,124.69,6.368,7.4,0,0,0,0,1,9,124.69,6.368,7.4,0,0,0,0,1
39441,3310,1159,2025-06-11,H1_15,half_1,15,M,FALSE,4-1-4-1,1,90,FALSE,6,2,7,97.71,6.733,8.03,0,0,0,0,2,7,97.71,6.733,8.03,0,0,0,0,0
39442,3311,1159,2025-06-11,H1_15,half_1,15,M,FALSE,4-1-4-1,1,90,FALSE,7,2,6,95.66,6.79,7.9,1,1,0,1,2,6,95.66,6.79,7.9,1,1,0,1,0
39443,3312,1159,2025-06-11,H1_15,half_1,15,M,FALSE,4-1-4-1,1,77,TRUE,8,1,3,41.66,6.672,8.28,0,0,0,0,1,3,41.66,6.672,8.28,0,0,0,0,0
39444,3313,1159,2025-06-11,H1_15,half_1,15,A,FALSE,4-1-4-1,1,66,TRUE,9,2,4,65.97,6.848,7.38,0,0,0,0,2,4,65.97,6.848,7.38,0,0,0,0,1
39445,3314,1159,2025-06-11,H1_15,half_1,15,M,FALSE,4-1-4-1,1,59,TRUE,10,0,16,184.75,6.125,6.62,0,0,0,0,0,16,184.75,6.125,6.62,0,0,0,0,0
39448,3317,1159,2025-06-11,H1_15,half_1,15,M,FALSE,4-1-4-1,1,66,TRUE,16,4,6,131.27,7.231,8.32,0,0,0,0,4,6,131.27,7.231,8.32,0,0,0,0,0
39449,3318,1159,2025-06-11,H1_15,half_1,15,D,FALSE,4-1-4-1,1,46,TRUE,18,4,7,161.91,7.055,8.92,0,0,0,0,4,7,161.91,7.055,8.92,0,0,0,0,0
39421,2702,1159,2025-06-11,H1_30,half_1,30,G,TRUE,4-1-4-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39422,2732,1159,2025-06-11,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,2,0,3,38.78,5.973,6.05,0,0,0,0,2,8,106.93,6.556,7.46,0,0,0,0,0
39423,3296,1159,2025-06-11,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,4,0,6,66.68,6.578,7.43,0,0,0,0,2,10,135.16,6.872,7.87,0,0,0,0,0
39424,3297,1159,2025-06-11,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,5,0,5,70.46,6.312,7.14,0,0,0,0,1,10,150.82,6.618,8.95,0,0,0,0,0
39425,3298,1159,2025-06-11,H1_30,half_1,30,A,TRUE,4-1-4-1,1,75,TRUE,6,3,6,94.9,6.867,8.25,0,0,0,0,7,21,278.2,6.64,8.25,0,0,0,0,0
39426,3299,1159,2025-06-11,H1_30,half_1,30,M,TRUE,4-1-4-1,1,87,TRUE,7,1,6,75.07,6.363,8.01,0,0,0,0,5,15,213.52,6.69,8.45,0,0,0,0,1
39429,3302,1159,2025-06-11,H1_30,half_1,30,M,TRUE,4-1-4-1,1,90,FALSE,10,2,9,127.88,6.723,7.51,0,0,0,0,2,17,281.29,6.638,7.51,0,0,0,0,0
39431,3303,1159,2025-06-11,H1_30,half_1,30,M,TRUE,4-1-4-1,1,80,TRUE,15,5,10,141.64,6.776,7.8,0,0,0,0,9,20,391.11,6.904,9.88,0,0,0,0,0
39433,2713,1159,2025-06-11,H1_30,half_1,30,M,TRUE,4-1-4-1,1,87,TRUE,18,1,6,96.8,6.514,8.44,2,1,2,2,3,16,256.25,6.647,8.44,2,1,2,2,0
39435,2695,1159,2025-06-11,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,21,1,9,132.2,6.372,8.24,1,1,0,1,3,18,235.81,6.512,8.24,1,1,0,1,1
39436,3305,1159,2025-06-11,H1_30,half_1,30,M,TRUE,4-1-4-1,1,80,TRUE,22,0,5,67.2,6.31,7,0,0,0,0,1,13,190.91,6.465,8.67,0,0,0,0,0
39437,3306,1159,2025-06-11,H1_30,half_1,30,G,FALSE,4-1-4-1,1,90,FALSE,1,0,1,11.41,6.79,6.79,0,0,0,0,0,2,19.81,9.405,12.02,0,0,0,0,0
39438,3307,1159,2025-06-11,H1_30,half_1,30,D,FALSE,4-1-4-1,1,90,FALSE,2,3,3,85.01,7.358,8.36,1,1,1,1,8,14,318.69,7.169,9.48,1,1,1,1,0
39439,3308,1159,2025-06-11,H1_30,half_1,30,D,FALSE,4-1-4-1,1,90,FALSE,3,1,2,32.55,6.687,8.24,0,0,0,0,2,9,134.76,6.665,8.62,0,0,0,0,0
39440,3309,1159,2025-06-11,H1_30,half_1,30,D,FALSE,4-1-4-1,1,90,FALSE,5,2,4,56.29,6.645,8.03,1,0,1,1,3,13,180.98,6.472,8.03,1,0,1,1,1
39441,3310,1159,2025-06-11,H1_30,half_1,30,M,FALSE,4-1-4-1,1,90,FALSE,6,1,3,46.36,6.332,7.54,0,0,0,0,3,10,144.07,6.61,8.03,0,0,0,0,0
39442,3311,1159,2025-06-11,H1_30,half_1,30,M,FALSE,4-1-4-1,1,90,FALSE,7,1,3,55.05,7.035,9.29,0,0,0,0,3,9,150.7,6.872,9.29,1,1,0,1,0
39443,3312,1159,2025-06-11,H1_30,half_1,30,M,FALSE,4-1-4-1,1,77,TRUE,8,1,4,69.88,6.56,8.42,1,0,1,1,2,7,111.54,6.61,8.42,1,0,1,1,0
39444,3313,1159,2025-06-11,H1_30,half_1,30,A,FALSE,4-1-4-1,1,66,TRUE,9,5,10,176.71,7.009,8.16,1,1,1,1,7,14,242.69,6.963,8.16,1,1,1,1,0
39445,3314,1159,2025-06-11,H1_30,half_1,30,M,FALSE,4-1-4-1,1,59,TRUE,10,1,6,75.74,6.556,7.24,0,0,0,0,1,22,260.49,6.256,7.24,0,0,0,0,0
39448,3317,1159,2025-06-11,H1_30,half_1,30,M,FALSE,4-1-4-1,1,66,TRUE,16,1,5,93.86,6.568,7.44,0,0,0,0,5,11,225.13,6.982,8.32,0,0,0,0,0
39449,3318,1159,2025-06-11,H1_30,half_1,30,D,FALSE,4-1-4-1,1,46,TRUE,18,3,4,73.14,7.144,7.41,0,0,0,0,7,11,235.06,7.09,8.92,0,0,0,0,0
39421,2702,1159,2025-06-11,H1_45,half_1,45,G,TRUE,4-1-4-1,1,90,FALSE,1,1,1,19.05,8.645,10.29,0,0,0,0,1,1,19.05,8.645,10.29,0,0,0,0,0
39422,2732,1159,2025-06-11,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,2,2,4,65.77,6.867,7.69,0,0,0,0,4,12,172.69,6.673,7.69,0,0,0,0,0
39423,3296,1159,2025-06-11,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,4,2,4,104.57,7.047,8.53,0,0,0,0,4,14,239.74,6.93,8.53,0,0,0,0,0
39424,3297,1159,2025-06-11,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,5,1,4,84.2,7.048,9.24,0,0,0,0,2,14,235.02,6.752,9.24,0,0,0,0,0
39425,3298,1159,2025-06-11,H1_45,half_1,45,A,TRUE,4-1-4-1,1,75,TRUE,6,1,5,80.4,6.58,7.5,0,0,0,0,8,26,358.61,6.629,8.25,0,0,0,0,0
39426,3299,1159,2025-06-11,H1_45,half_1,45,M,TRUE,4-1-4-1,1,87,TRUE,7,1,8,123.75,6.59,7.22,1,1,1,1,6,23,337.26,6.659,8.45,1,1,1,1,1
39429,3302,1159,2025-06-11,H1_45,half_1,45,M,TRUE,4-1-4-1,1,90,FALSE,10,1,4,65.76,6.8,9.09,0,0,0,0,3,21,347.05,6.672,9.09,0,0,0,0,0
39431,3303,1159,2025-06-11,H1_45,half_1,45,M,TRUE,4-1-4-1,1,80,TRUE,15,3,10,140.27,6.84,9.44,0,0,0,0,12,30,531.38,6.884,9.88,0,0,0,0,0
39433,2713,1159,2025-06-11,H1_45,half_1,45,M,TRUE,4-1-4-1,1,87,TRUE,18,0,9,120.65,6.128,6.64,0,0,0,0,3,25,376.9,6.48,8.44,2,1,2,2,0
39435,2695,1159,2025-06-11,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,21,3,4,109.61,7.51,8.79,0,0,0,0,6,22,345.42,6.761,8.79,1,1,0,1,1
39436,3305,1159,2025-06-11,H1_45,half_1,45,M,TRUE,4-1-4-1,1,80,TRUE,22,1,6,105.44,6.474,7.99,1,1,1,1,2,19,296.34,6.468,8.67,1,1,1,1,0
39437,3306,1159,2025-06-11,H1_45,half_1,45,G,FALSE,4-1-4-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,2,19.81,9.405,12.02,0,0,0,0,0
39438,3307,1159,2025-06-11,H1_45,half_1,45,D,FALSE,4-1-4-1,1,90,FALSE,2,3,12,189.89,6.642,8.02,0,0,0,0,11,26,508.58,6.955,9.48,1,1,1,1,0
39439,3308,1159,2025-06-11,H1_45,half_1,45,D,FALSE,4-1-4-1,1,90,FALSE,3,1,3,57.41,6.697,7.76,0,0,0,0,3,12,192.17,6.673,8.62,0,0,0,0,0
39440,3309,1159,2025-06-11,H1_45,half_1,45,D,FALSE,4-1-4-1,1,90,FALSE,5,1,3,44.05,6.398,7.39,0,0,0,0,4,16,225.03,6.457,8.03,1,0,1,1,1
39441,3310,1159,2025-06-11,H1_45,half_1,45,M,FALSE,4-1-4-1,1,90,FALSE,6,1,2,58.08,7.197,8.83,0,0,0,0,4,12,202.15,6.72,8.83,0,0,0,0,0
39442,3311,1159,2025-06-11,H1_45,half_1,45,M,FALSE,4-1-4-1,1,90,FALSE,7,4,3,125.99,7.766,9.21,1,0,1,1,7,12,276.7,7.201,9.29,2,1,1,2,0
39443,3312,1159,2025-06-11,H1_45,half_1,45,M,FALSE,4-1-4-1,1,77,TRUE,8,3,4,102.79,7.146,8.53,0,0,0,0,5,11,214.33,6.844,8.53,1,0,1,1,0
39444,3313,1159,2025-06-11,H1_45,half_1,45,A,FALSE,4-1-4-1,1,66,TRUE,9,2,7,127.27,6.671,8.73,0,0,0,0,9,21,369.96,6.875,8.73,1,1,1,1,0
39445,3314,1159,2025-06-11,H1_45,half_1,45,M,FALSE,4-1-4-1,1,59,TRUE,10,0,5,57.61,6.318,6.87,1,1,1,1,1,27,318.1,6.267,7.24,1,1,1,1,0
39448,3317,1159,2025-06-11,H1_45,half_1,45,M,FALSE,4-1-4-1,1,66,TRUE,16,2,5,98.5,6.827,7.98,0,0,0,0,7,16,323.63,6.935,8.32,0,0,0,0,0
39449,3318,1159,2025-06-11,H1_45,half_1,45,D,FALSE,4-1-4-1,1,46,TRUE,18,1,10,138.75,6.46,7.29,0,0,0,0,8,21,373.81,6.851,8.92,0,0,0,0,0
39421,2702,1159,2025-06-11,H2_15,half_2,15,G,TRUE,4-1-4-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,1,1,19.05,8.645,10.29,0,0,0,0,0
39422,2732,1159,2025-06-11,H2_15,half_2,15,D,TRUE,4-1-4-1,1,90,FALSE,2,0,5,107.35,6.17,6.84,0,0,0,0,4,17,280.04,6.553,7.69,0,0,0,0,0
39423,3296,1159,2025-06-11,H2_15,half_2,15,D,TRUE,4-1-4-1,1,90,FALSE,4,0,2,32.2,6.965,7.13,0,0,0,0,4,16,271.93,6.933,8.53,0,0,0,0,0
39424,3297,1159,2025-06-11,H2_15,half_2,15,D,TRUE,4-1-4-1,1,90,FALSE,5,3,3,88.65,7.22,8.51,0,0,0,0,5,17,323.67,6.88,9.24,0,0,0,0,0
39425,3298,1159,2025-06-11,H2_15,half_2,15,A,TRUE,4-1-4-1,1,75,TRUE,6,2,11,159.52,6.616,8.05,0,0,0,0,10,37,518.12,6.626,8.25,0,0,0,0,0
39426,3299,1159,2025-06-11,H2_15,half_2,15,M,TRUE,4-1-4-1,1,87,TRUE,7,5,9,238.39,7.159,8.87,1,1,0,1,11,32,575.66,6.822,8.87,2,2,1,2,0
39429,3302,1159,2025-06-11,H2_15,half_2,15,M,TRUE,4-1-4-1,1,90,FALSE,10,1,10,125.73,6.254,7.69,0,0,0,0,4,31,472.78,6.541,9.09,0,0,0,0,0
39431,3303,1159,2025-06-11,H2_15,half_2,15,M,TRUE,4-1-4-1,1,80,TRUE,15,4,9,196.11,6.991,9.34,0,0,0,0,16,39,727.49,6.909,9.88,0,0,0,0,0
39433,2713,1159,2025-06-11,H2_15,half_2,15,M,TRUE,4-1-4-1,1,87,TRUE,18,1,11,155.44,6.394,9.02,0,0,0,0,4,36,532.34,6.455,9.02,2,1,2,2,0
39435,2695,1159,2025-06-11,H2_15,half_2,15,D,TRUE,4-1-4-1,1,90,FALSE,21,1,8,89.45,6.461,7.69,1,1,1,1,7,30,434.87,6.688,8.79,2,2,1,2,0
39436,3305,1159,2025-06-11,H2_15,half_2,15,M,TRUE,4-1-4-1,1,80,TRUE,22,1,4,97.52,7.022,8.32,0,0,0,0,3,23,393.86,6.575,8.67,1,1,1,1,0
39437,3306,1159,2025-06-11,H2_15,half_2,15,G,FALSE,4-1-4-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,2,19.81,9.405,12.02,0,0,0,0,0
39438,3307,1159,2025-06-11,H2_15,half_2,15,D,FALSE,4-1-4-1,1,90,FALSE,2,5,9,271.79,7.277,8.87,0,0,0,0,16,35,780.37,7.044,9.48,1,1,1,1,0
39439,3308,1159,2025-06-11,H2_15,half_2,15,D,FALSE,4-1-4-1,1,90,FALSE,3,1,5,99.44,6.795,8.26,0,0,0,0,4,17,291.61,6.708,8.62,0,0,0,0,0
39440,3309,1159,2025-06-11,H2_15,half_2,15,D,FALSE,4-1-4-1,1,90,FALSE,5,1,6,95.21,6.693,7.45,0,0,0,0,5,22,320.24,6.518,8.03,1,0,1,1,1
39441,3310,1159,2025-06-11,H2_15,half_2,15,M,FALSE,4-1-4-1,1,90,FALSE,6,0,4,85.97,6.015,6.47,0,0,0,0,4,16,288.12,6.579,8.83,0,0,0,0,0
39442,3311,1159,2025-06-11,H2_15,half_2,15,M,FALSE,4-1-4-1,1,90,FALSE,7,2,6,146.33,7.312,9.26,0,0,0,0,9,18,423.03,7.234,9.29,2,1,1,2,0
39443,3312,1159,2025-06-11,H2_15,half_2,15,M,FALSE,4-1-4-1,1,77,TRUE,8,2,4,112.4,7.502,9.26,0,0,0,0,7,15,326.74,7.024,9.26,1,0,1,1,0
39444,3313,1159,2025-06-11,H2_15,half_2,15,A,FALSE,4-1-4-1,1,66,TRUE,9,4,4,114.31,7.068,7.96,0,0,0,0,13,25,484.27,6.916,8.73,1,1,1,1,0
39448,3317,1159,2025-06-11,H2_15,half_2,15,M,FALSE,4-1-4-1,1,66,TRUE,16,0,6,131.27,6.408,6.9,0,0,0,0,7,22,454.9,6.826,8.32,0,0,0,0,0
39451,3320,1159,2025-06-11,H2_15,half_2,15,M,FALSE,4-1-4-1,59,90,FALSE,20,0,2,57.72,6.345,6.89,0,0,0,0,0,2,57.72,6.345,6.89,0,0,0,0,0
39452,3321,1159,2025-06-11,H2_15,half_2,15,D,FALSE,4-1-4-1,46,90,FALSE,22,4,7,140.58,7.222,8.44,0,0,0,0,4,7,140.58,7.222,8.44,0,0,0,0,0
39421,2702,1159,2025-06-11,H2_30,half_2,30,G,TRUE,4-1-4-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,1,1,19.05,8.645,10.29,0,0,0,0,0
39422,2732,1159,2025-06-11,H2_30,half_2,30,D,TRUE,4-1-4-1,1,90,FALSE,2,0,4,33.63,6.112,6.89,0,0,0,0,4,21,313.67,6.482,7.69,0,0,0,0,0
39423,3296,1159,2025-06-11,H2_30,half_2,30,D,TRUE,4-1-4-1,1,90,FALSE,4,0,2,17.89,6.215,6.73,0,0,0,0,4,18,289.83,6.868,8.53,0,0,0,0,0
39424,3297,1159,2025-06-11,H2_30,half_2,30,D,TRUE,4-1-4-1,1,90,FALSE,5,1,5,45.53,6.317,7.49,0,0,0,0,6,22,369.2,6.759,9.24,0,0,0,0,0
39425,3298,1159,2025-06-11,H2_30,half_2,30,A,TRUE,4-1-4-1,1,75,TRUE,6,2,7,139.99,6.631,8.19,0,0,0,0,12,44,658.11,6.627,8.25,0,0,0,0,0
39426,3299,1159,2025-06-11,H2_30,half_2,30,M,TRUE,4-1-4-1,1,87,TRUE,7,1,6,88.69,6.649,7.34,0,0,0,0,12,38,664.35,6.798,8.87,2,2,1,2,0
39429,3302,1159,2025-06-11,H2_30,half_2,30,M,TRUE,4-1-4-1,1,90,FALSE,10,0,5,67.2,6.232,6.93,0,0,0,0,4,36,539.99,6.502,9.09,0,0,0,0,0
39431,3303,1159,2025-06-11,H2_30,half_2,30,M,TRUE,4-1-4-1,1,80,TRUE,15,3,8,118.25,6.949,8.15,0,0,0,0,19,47,845.74,6.916,9.88,0,0,0,0,0
39433,2713,1159,2025-06-11,H2_30,half_2,30,M,TRUE,4-1-4-1,1,87,TRUE,18,2,6,110.19,6.916,8.27,1,0,1,1,6,42,642.53,6.531,9.02,3,1,3,3,0
39435,2695,1159,2025-06-11,H2_30,half_2,30,D,TRUE,4-1-4-1,1,90,FALSE,21,0,6,91.56,6.033,6.3,0,0,0,0,7,36,526.43,6.597,8.79,2,2,1,2,0
39436,3305,1159,2025-06-11,H2_30,half_2,30,M,TRUE,4-1-4-1,1,80,TRUE,22,1,4,70.37,6.964,7.26,0,0,0,0,4,27,464.23,6.637,8.67,1,1,1,1,0
39437,3306,1159,2025-06-11,H2_30,half_2,30,G,FALSE,4-1-4-1,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,2,19.81,9.405,12.02,0,0,0,0,0
39438,3307,1159,2025-06-11,H2_30,half_2,30,D,FALSE,4-1-4-1,1,90,FALSE,2,4,11,196.97,6.793,7.71,0,0,0,0,20,46,977.34,6.987,9.48,1,1,1,1,0
39439,3308,1159,2025-06-11,H2_30,half_2,30,D,FALSE,4-1-4-1,1,90,FALSE,3,0,5,69.98,6.056,6.55,0,0,0,0,4,22,361.59,6.583,8.62,0,0,0,0,0
39440,3309,1159,2025-06-11,H2_30,half_2,30,D,FALSE,4-1-4-1,1,90,FALSE,5,0,3,41.19,6.303,7.09,0,0,0,0,5,25,361.43,6.497,8.03,1,0,1,1,1
39441,3310,1159,2025-06-11,H2_30,half_2,30,M,FALSE,4-1-4-1,1,90,FALSE,6,1,5,50.66,6.52,7.74,1,1,1,1,5,21,338.77,6.565,8.83,1,1,1,1,0
39442,3311,1159,2025-06-11,H2_30,half_2,30,M,FALSE,4-1-4-1,1,90,FALSE,7,0,6,65.03,6.155,6.66,0,0,0,0,9,24,488.05,7.038,9.29,2,1,1,2,0
39443,3312,1159,2025-06-11,H2_30,half_2,30,M,FALSE,4-1-4-1,1,77,TRUE,8,1,4,55.48,6.572,7.33,0,0,0,0,8,19,382.22,6.94,9.26,1,0,1,1,0
39446,3315,1159,2025-06-11,H2_30,half_2,30,M,FALSE,4-1-4-1,66,90,FALSE,11,3,12,165.64,6.691,7.5,0,0,0,0,3,12,165.64,6.691,7.5,0,0,0,0,0
39450,3319,1159,2025-06-11,H2_30,half_2,30,A,FALSE,4-1-4-1,66,90,FALSE,19,1,7,82.14,6.54,7.75,1,0,1,1,1,7,82.14,6.54,7.75,1,0,1,1,0
39451,3320,1159,2025-06-11,H2_30,half_2,30,M,FALSE,4-1-4-1,59,90,FALSE,20,1,12,158.58,6.368,7.29,1,1,1,1,1,14,216.3,6.365,7.29,1,1,1,1,0
39452,3321,1159,2025-06-11,H2_30,half_2,30,D,FALSE,4-1-4-1,46,90,FALSE,22,3,10,147.06,6.768,7.94,0,0,0,0,7,17,287.64,6.976,8.44,0,0,0,0,0
39467,2090,1160,2025-06-11,H1_15,half_1,15,G,TRUE,4-4-2,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39468,2091,1160,2025-06-11,H1_15,half_1,15,D,TRUE,4-4-2,1,86,TRUE,2,2,8,108.22,6.738,7.34,0,0,0,0,2,8,108.22,6.738,7.34,0,0,0,0,0
39469,3333,1160,2025-06-11,H1_15,half_1,15,D,TRUE,4-4-2,1,90,FALSE,3,1,8,152.86,6.57,8.24,0,0,0,0,1,8,152.86,6.57,8.24,0,0,0,0,0
39470,2092,1160,2025-06-11,H1_15,half_1,15,M,TRUE,4-4-2,1,90,FALSE,4,1,7,114.56,6.452,7.39,0,0,0,0,1,7,114.56,6.452,7.39,0,0,0,0,0
39471,2093,1160,2025-06-11,H1_15,half_1,15,D,TRUE,4-4-2,1,90,FALSE,5,0,4,39.17,6.14,6.94,0,0,0,0,0,4,39.17,6.14,6.94,0,0,0,0,0
39472,2094,1160,2025-06-11,H1_15,half_1,15,D,TRUE,4-4-2,1,90,FALSE,6,1,5,62.68,6.408,7.54,0,0,0,0,1,5,62.68,6.408,7.54,0,0,0,0,0
39473,2095,1160,2025-06-11,H1_15,half_1,15,M,TRUE,4-4-2,1,90,FALSE,7,1,10,168.11,6.509,7.51,0,0,0,0,1,10,168.11,6.509,7.51,0,0,0,0,0
39476,3335,1160,2025-06-11,H1_15,half_1,15,A,TRUE,4-4-2,1,63,TRUE,10,0,10,121.24,6.154,6.71,0,0,0,0,0,10,121.24,6.154,6.71,0,0,0,0,0
39477,2098,1160,2025-06-11,H1_15,half_1,15,M,TRUE,4-4-2,1,86,TRUE,11,0,3,35.55,6.023,6.39,1,0,1,1,0,3,35.55,6.023,6.39,1,0,1,1,1
39479,2096,1160,2025-06-11,H1_15,half_1,15,M,TRUE,4-4-2,1,90,FALSE,14,2,11,165.24,6.748,7.9,0,0,0,0,2,11,165.24,6.748,7.9,0,0,0,0,0
39480,2105,1160,2025-06-11,H1_15,half_1,15,A,TRUE,4-4-2,1,63,TRUE,17,2,9,189.27,6.773,9.48,1,1,1,1,2,9,189.27,6.773,9.48,1,1,1,1,0
39482,3337,1160,2025-06-11,H1_15,half_1,15,G,FALSE,4-3-3,1,90,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39484,3339,1160,2025-06-11,H1_15,half_1,15,D,FALSE,4-3-3,1,46,TRUE,3,0,2,27.08,5.805,5.99,1,0,1,1,0,2,27.08,5.805,5.99,1,0,1,1,0
39485,3340,1160,2025-06-11,H1_15,half_1,15,M,FALSE,4-3-3,1,90,FALSE,5,1,11,132.13,6.211,7.37,0,0,0,0,1,11,132.13,6.211,7.37,0,0,0,0,0
39486,3341,1160,2025-06-11,H1_15,half_1,15,D,FALSE,4-3-3,1,90,FALSE,6,0,2,13.98,6.12,6.32,0,0,0,0,0,2,13.98,6.12,6.32,0,0,0,0,0
39487,3342,1160,2025-06-11,H1_15,half_1,15,A,FALSE,4-3-3,1,61,TRUE,7,1,9,111.88,6.509,7.83,1,0,1,1,1,9,111.88,6.509,7.83,1,0,1,1,0
39488,3343,1160,2025-06-11,H1_15,half_1,15,M,FALSE,4-3-3,1,87,TRUE,8,1,10,118.25,6.332,7.24,1,0,0,1,1,10,118.25,6.332,7.24,1,0,0,1,0
39489,3344,1160,2025-06-11,H1_15,half_1,15,A,FALSE,4-3-3,1,90,FALSE,9,4,9,145.5,6.934,7.89,0,0,0,0,4,9,145.5,6.934,7.89,0,0,0,0,0
39491,3346,1160,2025-06-11,H1_15,half_1,15,D,FALSE,4-3-3,1,90,FALSE,11,1,5,86.18,6.552,7.39,0,0,0,0,1,5,86.18,6.552,7.39,0,0,0,0,0
39493,3348,1160,2025-06-11,H1_15,half_1,15,D,FALSE,4-3-3,1,62,TRUE,16,2,7,82.97,6.64,7.31,0,0,0,0,2,7,82.97,6.64,7.31,0,0,0,0,0
39494,3349,1160,2025-06-11,H1_15,half_1,15,M,FALSE,4-3-3,1,46,TRUE,17,5,15,238.11,6.801,8.03,0,0,0,0,5,15,238.11,6.801,8.03,0,0,0,0,0
39496,3351,1160,2025-06-11,H1_15,half_1,15,A,FALSE,4-3-3,1,90,FALSE,19,3,10,127.69,6.689,7.91,0,0,0,0,3,10,127.69,6.689,7.91,0,0,0,0,0
